state,sdg,value,year,Murders per 1 lakh population
Kerala,SDG 6,45.01,2018,45.01
Kerala,SDG 6,33.75,2019,33.75
Kerala,SDG 6,87.07,2020,87.07
Kerala,SDG 6,8.35,2021,8.35
Kerala,SDG 6,21.11,2022,21.11
Kerala,SDG 7,75.25,2015,75.25
Kerala,SDG 7,5.13,2016,5.13
Kerala,SDG 7,49.25,2017,49.25
Kerala,SDG 7,44.21,2018,44.21
Kerala,SDG 7,33.44,2019,33.44
Kerala,SDG 7,39.46,2020,39.46
Kerala,SDG 7,52.99,2021,52.99
Kerala,SDG 7,16.14,2022,16.14
Kerala,SDG 8,57.2,2015,57.2
Kerala,SDG 8,80.54,2016,80.54
Kerala,SDG 8,76.02,2017,76.02
Kerala,SDG 8,15.39,2018,15.39
Kerala,SDG 8,14.92,2019,14.92
Kerala,SDG 8,26.82,2020,26.82
Kerala,SDG 8,36.11,2021,36.11
Kerala,SDG 8,40.85,2022,40.85
Kerala,SDG 9,67.97,2015,67.97
Kerala,SDG 9,5.67,2016,5.67
Kerala,SDG 9,3.47,2017,3.47
Kerala,SDG 9,39.19,2018,39.19
Kerala,SDG 9,69.72,2019,69.72
Kerala,SDG 9,19.34,2020,19.34
Kerala,SDG 9,64.15,2021,64.15
Kerala,SDG 9,25.98,2022,25.98
Kerala,SDG 10,88.61,2015,88.61
Kerala,SDG 10,89.57,2016,89.57
Kerala,SDG 10,29.73,2017,29.73
Kerala,SDG 10,23,2018,23
Kerala,SDG 10,41.13,2019,41.13
Kerala,SDG 10,24.05,2020,24.05
Kerala,SDG 10,67.24,2021,67.24
Kerala,SDG 10,82.61,2022,82.61
Kerala,SDG 11,67.31,2015,67.31
Kerala,SDG 11,82.44,2016,82.44
Kerala,SDG 11,39.7,2017,39.7
Kerala,SDG 11,15.63,2018,15.63
Kerala,SDG 11,73.8,2019,73.8
Kerala,SDG 11,36.05,2020,36.05
Kerala,SDG 11,67.13,2021,67.13
Kerala,SDG 11,27.06,2022,27.06
Kerala,SDG 12,8.12,2015,8.12
Kerala,SDG 12,99.26,2016,99.26
Kerala,SDG 12,15.62,2017,15.62
Kerala,SDG 12,98.84,2018,98.84
Kerala,SDG 12,97.73,2019,97.73
Kerala,SDG 12,79.38,2020,79.38
Kerala,SDG 12,65.94,2021,65.94
Kerala,SDG 12,57.78,2022,57.78
Kerala,SDG 13,86.61,2015,86.61
Kerala,SDG 13,28.94,2016,28.94
Kerala,SDG 13,46.77,2017,46.77
Kerala,SDG 13,61.94,2018,61.94
Kerala,SDG 13,41.12,2019,41.12
Kerala,SDG 13,42.75,2020,42.75
Kerala,SDG 13,33.03,2021,33.03
Kerala,SDG 13,56.42,2022,56.42
Kerala,SDG 14,85.06,2015,85.06
Kerala,SDG 14,20.15,2016,20.15
Kerala,SDG 14,93.44,2017,93.44
Kerala,SDG 14,68.91,2018,68.91
Kerala,SDG 14,82.33,2019,82.33
Kerala,SDG 14,55.62,2020,55.62
Kerala,SDG 14,77.95,2021,77.95
Kerala,SDG 14,1.62,2022,1.62
Kerala,SDG 15,81.84,2015,81.84
Kerala,SDG 15,4.01,2016,4.01
Kerala,SDG 15,88.99,2017,88.99
Kerala,SDG 15,99.2,2018,99.2
Kerala,SDG 15,29.41,2019,29.41
Kerala,SDG 15,21.03,2020,21.03
Kerala,SDG 15,76.54,2021,76.54
Kerala,SDG 15,25.3,2022,25.3
Kerala,SDG 16,86.56,2015,86.56
Kerala,SDG 16,10.28,2016,10.28
Kerala,SDG 16,12.6,2017,12.6
Kerala,SDG 16,97.92,2018,97.92
Kerala,SDG 16,67.38,2019,67.38
Kerala,SDG 16,84.69,2020,84.69
Kerala,SDG 16,32.43,2021,32.43
Kerala,SDG 16,67.65,2022,67.65
Kerala,SDG 17,59.42,2015,59.42
Kerala,SDG 17,60.32,2016,60.32
Kerala,SDG 17,68.25,2017,68.25
Kerala,SDG 17,57.54,2018,57.54
Kerala,SDG 17,42.91,2019,42.91
Kerala,SDG 17,27.59,2020,27.59
Kerala,SDG 17,76.86,2021,76.86
Kerala,SDG 17,22.63,2022,22.63
Chandīgarh,SDG 1,69.24,2015,69.24
Chandīgarh,SDG 1,23.33,2016,23.33
Chandīgarh,SDG 1,62.53,2017,62.53
Chandīgarh,SDG 1,74.71,2018,74.71
Chandīgarh,SDG 1,21.87,2019,21.87
Chandīgarh,SDG 1,5.99,2020,5.99
Chandīgarh,SDG 1,13.1,2021,13.1
Chandīgarh,SDG 1,60.6,2022,60.6
Chandīgarh,SDG 2,84.94,2015,84.94
Chandīgarh,SDG 2,4.5,2016,4.5
Chandīgarh,SDG 2,73.42,2017,73.42
Chandīgarh,SDG 2,34.13,2018,34.13
Chandīgarh,SDG 2,47.85,2019,47.85
Chandīgarh,SDG 2,92.89,2020,92.89
Chandīgarh,SDG 2,33.2,2021,33.2
Chandīgarh,SDG 2,46.53,2022,46.53
Chandīgarh,SDG 3,1.37,2015,1.37
Chandīgarh,SDG 3,8.16,2016,8.16
Chandīgarh,SDG 3,25.86,2017,25.86
Chandīgarh,SDG 3,2.79,2018,2.79
Chandīgarh,SDG 3,63.14,2019,63.14
Chandīgarh,SDG 3,42.64,2020,42.64
Chandīgarh,SDG 3,54.81,2021,54.81
Chandīgarh,SDG 3,17.46,2022,17.46
Chandīgarh,SDG 4,29.59,2015,29.59
Chandīgarh,SDG 4,66.38,2016,66.38
Chandīgarh,SDG 4,96.53,2017,96.53
Chandīgarh,SDG 4,5.04,2018,5.04
Chandīgarh,SDG 4,89.04,2019,89.04
Chandīgarh,SDG 4,57.69,2020,57.69
Chandīgarh,SDG 4,56.39,2021,56.39
Chandīgarh,SDG 4,50.03,2022,50.03
Chandīgarh,SDG 5,6.94,2015,6.94
Chandīgarh,SDG 5,8.99,2016,8.99
Chandīgarh,SDG 5,60.09,2017,60.09
Chandīgarh,SDG 5,34.1,2018,34.1
Chandīgarh,SDG 5,91.73,2019,91.73
Chandīgarh,SDG 5,40.66,2020,40.66
Chandīgarh,SDG 5,14.33,2021,14.33
Chandīgarh,SDG 5,71.47,2022,71.47
Chandīgarh,SDG 6,29.34,2015,29.34
Chandīgarh,SDG 6,52.55,2016,52.55
Chandīgarh,SDG 6,69.78,2017,69.78
Chandīgarh,SDG 6,90.03,2018,90.03
Chandīgarh,SDG 6,79.22,2019,79.22
Chandīgarh,SDG 6,67.64,2020,67.64
Chandīgarh,SDG 6,67.96,2021,67.96
Chandīgarh,SDG 6,94.59,2022,94.59
Chandīgarh,SDG 7,29.58,2015,29.58
Chandīgarh,SDG 7,0.11,2016,0.11
Chandīgarh,SDG 7,27.2,2017,27.2
Chandīgarh,SDG 7,21.79,2018,21.79
Chandīgarh,SDG 7,66.18,2019,66.18
Chandīgarh,SDG 7,63.37,2020,63.37
Chandīgarh,SDG 7,59.35,2021,59.35
Chandīgarh,SDG 7,1.62,2022,1.62
Chandīgarh,SDG 8,72.88,2015,72.88
Chandīgarh,SDG 8,32.35,2016,32.35
Chandīgarh,SDG 8,66.51,2017,66.51
Chandīgarh,SDG 8,55.66,2018,55.66
Chandīgarh,SDG 8,34.27,2019,34.27
Chandīgarh,SDG 8,13.46,2020,13.46
Chandīgarh,SDG 8,9.44,2021,9.44
Chandīgarh,SDG 8,83.15,2022,83.15
Chandīgarh,SDG 9,91.84,2015,91.84
Chandīgarh,SDG 9,64.98,2016,64.98
Chandīgarh,SDG 9,10.34,2017,10.34
Chandīgarh,SDG 9,40.2,2018,40.2
Chandīgarh,SDG 9,72.89,2019,72.89
Chandīgarh,SDG 9,77.98,2020,77.98
Chandīgarh,SDG 9,11.82,2021,11.82
Chandīgarh,SDG 9,0,2022,0
Chandīgarh,SDG 10,71.21,2015,71.21
Chandīgarh,SDG 10,35.66,2016,35.66
Chandīgarh,SDG 10,25.45,2017,25.45
Chandīgarh,SDG 10,1.29,2018,1.29
Chandīgarh,SDG 10,54.03,2019,54.03
Chandīgarh,SDG 10,85.12,2020,85.12
Chandīgarh,SDG 10,95.76,2021,95.76
Chandīgarh,SDG 10,56.57,2022,56.57
Chandīgarh,SDG 11,51.45,2015,51.45
Chandīgarh,SDG 11,8.51,2016,8.51
Chandīgarh,SDG 11,54.89,2017,54.89
Chandīgarh,SDG 11,38,2018,38
Chandīgarh,SDG 11,60.71,2019,60.71
Chandīgarh,SDG 11,38.87,2020,38.87
Chandīgarh,SDG 11,24.03,2021,24.03
Chandīgarh,SDG 11,9.5,2022,9.5
Chandīgarh,SDG 12,31.49,2015,31.49
Chandīgarh,SDG 12,9.66,2016,9.66
Chandīgarh,SDG 12,17.69,2017,17.69
Chandīgarh,SDG 12,98.73,2018,98.73
Chandīgarh,SDG 12,44.41,2019,44.41
Chandīgarh,SDG 12,53.19,2020,53.19
Chandīgarh,SDG 12,87.36,2021,87.36
Chandīgarh,SDG 12,99.56,2022,99.56
Chandīgarh,SDG 13,58.27,2015,58.27
Chandīgarh,SDG 13,81.25,2016,81.25
Chandīgarh,SDG 13,32.69,2017,32.69
Chandīgarh,SDG 13,30.57,2018,30.57
Chandīgarh,SDG 13,40.27,2019,40.27
Chandīgarh,SDG 13,67.25,2020,67.25
Chandīgarh,SDG 13,68.22,2021,68.22
Chandīgarh,SDG 13,31.52,2022,31.52
Chandīgarh,SDG 14,13.32,2015,13.32
Chandīgarh,SDG 14,63.24,2016,63.24
Chandīgarh,SDG 14,12.83,2017,12.83
Chandīgarh,SDG 14,57.85,2018,57.85
Chandīgarh,SDG 14,69.34,2019,69.34
Chandīgarh,SDG 14,70.06,2020,70.06
Chandīgarh,SDG 14,75.35,2021,75.35
Chandīgarh,SDG 14,87.29,2022,87.29
Chandīgarh,SDG 15,50,2015,50
Chandīgarh,SDG 15,73.02,2016,73.02
Chandīgarh,SDG 15,61.92,2017,61.92
Chandīgarh,SDG 15,18.66,2018,18.66
Chandīgarh,SDG 15,2.57,2019,2.57
Chandīgarh,SDG 15,28.45,2020,28.45
Chandīgarh,SDG 15,44.3,2021,44.3
Chandīgarh,SDG 15,61.71,2022,61.71
Chandīgarh,SDG 16,85,2015,85
Chandīgarh,SDG 16,19.62,2016,19.62
Chandīgarh,SDG 16,12.55,2017,12.55
Chandīgarh,SDG 16,96.35,2018,96.35
Chandīgarh,SDG 16,10.8,2019,10.8
Chandīgarh,SDG 16,47.85,2020,47.85
Chandīgarh,SDG 16,58.56,2021,58.56
Chandīgarh,SDG 16,54.14,2022,54.14
Chandīgarh,SDG 17,8.6,2015,8.6
Chandīgarh,SDG 17,5.7,2016,5.7
Chandīgarh,SDG 17,10.55,2017,10.55
Chandīgarh,SDG 17,58.56,2018,58.56
Chandīgarh,SDG 17,54.43,2019,54.43
Chandīgarh,SDG 17,23.37,2020,23.37
Chandīgarh,SDG 17,63.78,2021,63.78
Chandīgarh,SDG 17,82.01,2022,82.01
Andaman and Nicobar Islands,SDG 1,4.16,2015,4.16
Andaman and Nicobar Islands,SDG 1,49.81,2016,49.81
Andaman and Nicobar Islands,SDG 1,68.93,2017,68.93
Andaman and Nicobar Islands,SDG 1,25.23,2018,25.23
Andaman and Nicobar Islands,SDG 1,30.78,2019,30.78
Andaman and Nicobar Islands,SDG 1,61.36,2020,61.36
Andaman and Nicobar Islands,SDG 1,89.79,2021,89.79
Andaman and Nicobar Islands,SDG 1,80.99,2022,80.99
Andaman and Nicobar Islands,SDG 2,58.31,2015,58.31
Andaman and Nicobar Islands,SDG 2,73.02,2016,73.02
Andaman and Nicobar Islands,SDG 2,36.48,2017,36.48
Andaman and Nicobar Islands,SDG 2,64.1,2018,64.1
Andaman and Nicobar Islands,SDG 2,46.62,2019,46.62
Andaman and Nicobar Islands,SDG 2,18.99,2020,18.99
Andaman and Nicobar Islands,SDG 2,70.17,2021,70.17
Andaman and Nicobar Islands,SDG 2,55.65,2022,55.65
Andaman and Nicobar Islands,SDG 3,35.86,2015,35.86
Andaman and Nicobar Islands,SDG 3,91.13,2016,91.13
Andaman and Nicobar Islands,SDG 3,2.09,2017,2.09
Andaman and Nicobar Islands,SDG 3,31.58,2018,31.58
Andaman and Nicobar Islands,SDG 3,5.69,2019,5.69
Andaman and Nicobar Islands,SDG 3,76.65,2020,76.65
Andaman and Nicobar Islands,SDG 3,70.21,2021,70.21
Andaman and Nicobar Islands,SDG 3,33.14,2022,33.14
Andaman and Nicobar Islands,SDG 4,67.57,2015,67.57
Andaman and Nicobar Islands,SDG 4,39.59,2016,39.59
Andaman and Nicobar Islands,SDG 4,75.63,2017,75.63
Andaman and Nicobar Islands,SDG 4,45.42,2018,45.42
Andaman and Nicobar Islands,SDG 4,41.23,2019,41.23
Andaman and Nicobar Islands,SDG 4,93.47,2020,93.47
Andaman and Nicobar Islands,SDG 4,25.09,2021,25.09
Andaman and Nicobar Islands,SDG 4,12.04,2022,12.04
Andaman and Nicobar Islands,SDG 5,58.45,2015,58.45
Andaman and Nicobar Islands,SDG 5,96.93,2016,96.93
Andaman and Nicobar Islands,SDG 5,37.78,2017,37.78
Andaman and Nicobar Islands,SDG 5,6.2,2018,6.2
Andaman and Nicobar Islands,SDG 5,33.93,2019,33.93
Andaman and Nicobar Islands,SDG 5,50.59,2020,50.59
Andaman and Nicobar Islands,SDG 5,16.19,2021,16.19
Andaman and Nicobar Islands,SDG 5,65.81,2022,65.81
Andaman and Nicobar Islands,SDG 6,99.77,2015,99.77
Andaman and Nicobar Islands,SDG 6,45.17,2016,45.17
Andaman and Nicobar Islands,SDG 6,35.47,2017,35.47
Andaman and Nicobar Islands,SDG 6,40.07,2018,40.07
Andaman and Nicobar Islands,SDG 6,11.51,2019,11.51
Andaman and Nicobar Islands,SDG 6,88.33,2020,88.33
Andaman and Nicobar Islands,SDG 6,41.48,2021,41.48
Andaman and Nicobar Islands,SDG 6,38.73,2022,38.73
Andaman and Nicobar Islands,SDG 7,65.97,2015,65.97
Andaman and Nicobar Islands,SDG 7,44.2,2016,44.2
Andaman and Nicobar Islands,SDG 7,64.82,2017,64.82
Andaman and Nicobar Islands,SDG 7,6.14,2018,6.14
Andaman and Nicobar Islands,SDG 7,81.37,2019,81.37
Andaman and Nicobar Islands,SDG 7,94.05,2020,94.05
Andaman and Nicobar Islands,SDG 7,64.88,2021,64.88
Andaman and Nicobar Islands,SDG 7,95.46,2022,95.46
Andaman and Nicobar Islands,SDG 8,15.14,2015,15.14
Andaman and Nicobar Islands,SDG 8,47.74,2016,47.74
Andaman and Nicobar Islands,SDG 8,60.18,2017,60.18
Andaman and Nicobar Islands,SDG 8,58.17,2018,58.17
Andaman and Nicobar Islands,SDG 8,40.15,2019,40.15
Andaman and Nicobar Islands,SDG 8,33.81,2020,33.81
Andaman and Nicobar Islands,SDG 8,12.68,2021,12.68
Andaman and Nicobar Islands,SDG 8,39.17,2022,39.17
Andaman and Nicobar Islands,SDG 9,16.27,2015,16.27
Andaman and Nicobar Islands,SDG 9,73.44,2016,73.44
Andaman and Nicobar Islands,SDG 9,20.88,2017,20.88
Andaman and Nicobar Islands,SDG 9,5.86,2018,5.86
Andaman and Nicobar Islands,SDG 9,55.24,2019,55.24
Andaman and Nicobar Islands,SDG 9,59.52,2020,59.52
Andaman and Nicobar Islands,SDG 9,87.19,2021,87.19
Andaman and Nicobar Islands,SDG 9,57.7,2022,57.7
Andaman and Nicobar Islands,SDG 10,34.55,2015,34.55
Andaman and Nicobar Islands,SDG 10,80.3,2016,80.3
Andaman and Nicobar Islands,SDG 10,54.03,2017,54.03
Andaman and Nicobar Islands,SDG 10,7.93,2018,7.93
Andaman and Nicobar Islands,SDG 10,56.59,2019,56.59
Andaman and Nicobar Islands,SDG 10,90.8,2020,90.8
Andaman and Nicobar Islands,SDG 10,39.63,2021,39.63
Andaman and Nicobar Islands,SDG 10,29.63,2022,29.63
Andaman and Nicobar Islands,SDG 11,14.35,2015,14.35
Andaman and Nicobar Islands,SDG 11,15.14,2016,15.14
Andaman and Nicobar Islands,SDG 11,43.28,2017,43.28
Andaman and Nicobar Islands,SDG 11,59.57,2018,59.57
Andaman and Nicobar Islands,SDG 11,8.06,2019,8.06
Andaman and Nicobar Islands,SDG 11,93.96,2020,93.96
Andaman and Nicobar Islands,SDG 11,75.51,2021,75.51
Andaman and Nicobar Islands,SDG 11,58.66,2022,58.66
Andaman and Nicobar Islands,SDG 12,82.84,2015,82.84
Andaman and Nicobar Islands,SDG 12,8.02,2016,8.02
Andaman and Nicobar Islands,SDG 12,47.68,2017,47.68
Andaman and Nicobar Islands,SDG 12,63.01,2018,63.01
Andaman and Nicobar Islands,SDG 12,82.87,2019,82.87
Andaman and Nicobar Islands,SDG 12,78.35,2020,78.35
Andaman and Nicobar Islands,SDG 12,27.71,2021,27.71
Andaman and Nicobar Islands,SDG 12,94.09,2022,94.09
Andaman and Nicobar Islands,SDG 13,12.43,2015,12.43
Andaman and Nicobar Islands,SDG 13,87.51,2016,87.51
Andaman and Nicobar Islands,SDG 13,97.09,2017,97.09
Andaman and Nicobar Islands,SDG 13,17.72,2018,17.72
Andaman and Nicobar Islands,SDG 13,72.21,2019,72.21
Andaman and Nicobar Islands,SDG 13,4.03,2020,4.03
Andaman and Nicobar Islands,SDG 13,40.54,2021,40.54
Andaman and Nicobar Islands,SDG 13,51.63,2022,51.63
Andaman and Nicobar Islands,SDG 14,58.06,2015,58.06
Andaman and Nicobar Islands,SDG 14,93.59,2016,93.59
Andaman and Nicobar Islands,SDG 14,67.23,2017,67.23
Andaman and Nicobar Islands,SDG 14,48.13,2018,48.13
Andaman and Nicobar Islands,SDG 14,80.97,2019,80.97
Andaman and Nicobar Islands,SDG 14,95.05,2020,95.05
Andaman and Nicobar Islands,SDG 14,2.21,2021,2.21
Andaman and Nicobar Islands,SDG 14,98.25,2022,98.25
Andaman and Nicobar Islands,SDG 15,8.61,2015,8.61
Andaman and Nicobar Islands,SDG 15,81.44,2016,81.44
Andaman and Nicobar Islands,SDG 15,28.03,2017,28.03
Andaman and Nicobar Islands,SDG 15,13.22,2018,13.22
Andaman and Nicobar Islands,SDG 15,43.99,2019,43.99
Andaman and Nicobar Islands,SDG 15,64.4,2020,64.4
Andaman and Nicobar Islands,SDG 15,38.1,2021,38.1
Andaman and Nicobar Islands,SDG 15,5.46,2022,5.46
Andaman and Nicobar Islands,SDG 16,59.95,2015,59.95
Andaman and Nicobar Islands,SDG 16,90.24,2016,90.24
Andaman and Nicobar Islands,SDG 16,38.32,2017,38.32
Andaman and Nicobar Islands,SDG 16,21.63,2018,21.63
Andaman and Nicobar Islands,SDG 16,44.26,2019,44.26
Andaman and Nicobar Islands,SDG 16,4.84,2020,4.84
Andaman and Nicobar Islands,SDG 16,82.05,2021,82.05
Andaman and Nicobar Islands,SDG 16,82.63,2022,82.63
Andaman and Nicobar Islands,SDG 17,58.8,2015,58.8
Andaman and Nicobar Islands,SDG 17,35.31,2016,35.31
Andaman and Nicobar Islands,SDG 17,79.98,2017,79.98
Andaman and Nicobar Islands,SDG 17,55.47,2018,55.47
Andaman and Nicobar Islands,SDG 17,82.59,2019,82.59
Andaman and Nicobar Islands,SDG 17,63.15,2020,63.15
Andaman and Nicobar Islands,SDG 17,78.44,2021,78.44
Andaman and Nicobar Islands,SDG 17,59.86,2022,59.86
Himāchal Pradesh,SDG 1,41.41,2015,41.41
Himāchal Pradesh,SDG 1,95.79,2016,95.79
Himāchal Pradesh,SDG 1,54.11,2017,54.11
Himāchal Pradesh,SDG 1,60.51,2018,60.51
Himāchal Pradesh,SDG 1,22.05,2019,22.05
Himāchal Pradesh,SDG 1,62.57,2020,62.57
Himāchal Pradesh,SDG 1,57.16,2021,57.16
Himāchal Pradesh,SDG 1,18.48,2022,18.48
Himāchal Pradesh,SDG 2,5.96,2015,5.96
Himāchal Pradesh,SDG 2,60.44,2016,60.44
Himāchal Pradesh,SDG 2,76.37,2017,76.37
Himāchal Pradesh,SDG 2,52.34,2018,52.34
Himāchal Pradesh,SDG 2,22.68,2019,22.68
Himāchal Pradesh,SDG 2,66.65,2020,66.65
Himāchal Pradesh,SDG 2,8.01,2021,8.01
Himāchal Pradesh,SDG 2,44.18,2022,44.18
Himāchal Pradesh,SDG 3,16.34,2015,16.34
Himāchal Pradesh,SDG 3,18.45,2016,18.45
Himāchal Pradesh,SDG 3,20.23,2017,20.23
Himāchal Pradesh,SDG 3,38.67,2018,38.67
Himāchal Pradesh,SDG 3,5.12,2019,5.12
Himāchal Pradesh,SDG 3,39.78,2020,39.78
Himāchal Pradesh,SDG 3,51.17,2021,51.17
Himāchal Pradesh,SDG 3,48.33,2022,48.33
Himāchal Pradesh,SDG 4,38.28,2015,38.28
Himāchal Pradesh,SDG 4,83.91,2016,83.91
Himāchal Pradesh,SDG 4,14.53,2017,14.53
Himāchal Pradesh,SDG 4,50.57,2018,50.57
Himāchal Pradesh,SDG 4,6.2,2019,6.2
Himāchal Pradesh,SDG 4,7.12,2020,7.12
Himāchal Pradesh,SDG 4,57.39,2021,57.39
Himāchal Pradesh,SDG 4,56.6,2022,56.6
Himāchal Pradesh,SDG 5,87.8,2015,87.8
Himāchal Pradesh,SDG 5,55.79,2016,55.79
Himāchal Pradesh,SDG 5,95.98,2017,95.98
Himāchal Pradesh,SDG 5,4.87,2018,4.87
Himāchal Pradesh,SDG 5,9.8,2019,9.8
Himāchal Pradesh,SDG 5,4.41,2020,4.41
Himāchal Pradesh,SDG 5,18.53,2021,18.53
Himāchal Pradesh,SDG 5,54.13,2022,54.13
Himāchal Pradesh,SDG 6,64.56,2015,64.56
Himāchal Pradesh,SDG 6,4.56,2016,4.56
Himāchal Pradesh,SDG 6,94.6,2017,94.6
Himāchal Pradesh,SDG 6,84.22,2018,84.22
Himāchal Pradesh,SDG 6,29.66,2019,29.66
Himāchal Pradesh,SDG 6,7.72,2020,7.72
Himāchal Pradesh,SDG 6,16.99,2021,16.99
Himāchal Pradesh,SDG 6,12.69,2022,12.69
Himāchal Pradesh,SDG 7,12.33,2015,12.33
Himāchal Pradesh,SDG 7,51.86,2016,51.86
Himāchal Pradesh,SDG 7,24.58,2017,24.58
Himāchal Pradesh,SDG 7,35.81,2018,35.81
Himāchal Pradesh,SDG 7,98.95,2019,98.95
Himāchal Pradesh,SDG 7,68.43,2020,68.43
Himāchal Pradesh,SDG 7,94.9,2021,94.9
Himāchal Pradesh,SDG 7,14.26,2022,14.26
Himāchal Pradesh,SDG 8,38.21,2015,38.21
Himāchal Pradesh,SDG 8,55.47,2016,55.47
Himāchal Pradesh,SDG 8,7.68,2017,7.68
Himāchal Pradesh,SDG 8,0.42,2018,0.42
Himāchal Pradesh,SDG 8,67.04,2019,67.04
Himāchal Pradesh,SDG 8,64.18,2020,64.18
Himāchal Pradesh,SDG 8,41.08,2021,41.08
Himāchal Pradesh,SDG 8,48.96,2022,48.96
Himāchal Pradesh,SDG 9,41.54,2015,41.54
Himāchal Pradesh,SDG 9,2.4,2016,2.4
Himāchal Pradesh,SDG 9,33.54,2017,33.54
Himāchal Pradesh,SDG 9,17.71,2018,17.71
Himāchal Pradesh,SDG 9,9.84,2019,9.84
Himāchal Pradesh,SDG 9,95.67,2020,95.67
Himāchal Pradesh,SDG 9,59.94,2021,59.94
Himāchal Pradesh,SDG 9,72.87,2022,72.87
Himāchal Pradesh,SDG 10,31.54,2015,31.54
Himāchal Pradesh,SDG 10,39.31,2016,39.31
Himāchal Pradesh,SDG 10,23.69,2017,23.69
Himāchal Pradesh,SDG 10,9.7,2018,9.7
Himāchal Pradesh,SDG 10,17.9,2019,17.9
Himāchal Pradesh,SDG 10,79.75,2020,79.75
Himāchal Pradesh,SDG 10,67.75,2021,67.75
Himāchal Pradesh,SDG 10,54.69,2022,54.69
Himāchal Pradesh,SDG 11,47.51,2015,47.51
Himāchal Pradesh,SDG 11,92.24,2016,92.24
Himāchal Pradesh,SDG 11,7.27,2017,7.27
Himāchal Pradesh,SDG 11,28.06,2018,28.06
Himāchal Pradesh,SDG 11,34.99,2019,34.99
Himāchal Pradesh,SDG 11,78.24,2020,78.24
Himāchal Pradesh,SDG 11,99.25,2021,99.25
Himāchal Pradesh,SDG 11,24.07,2022,24.07
Himāchal Pradesh,SDG 12,87.43,2015,87.43
Himāchal Pradesh,SDG 12,83.06,2016,83.06
Himāchal Pradesh,SDG 12,22.47,2017,22.47
Himāchal Pradesh,SDG 12,39.93,2018,39.93
Himāchal Pradesh,SDG 12,40.97,2019,40.97
Himāchal Pradesh,SDG 12,97.82,2020,97.82
Himāchal Pradesh,SDG 12,18.09,2021,18.09
Himāchal Pradesh,SDG 12,79.92,2022,79.92
Himāchal Pradesh,SDG 13,33.42,2015,33.42
Himāchal Pradesh,SDG 13,73.09,2016,73.09
Himāchal Pradesh,SDG 13,42,2017,42
Himāchal Pradesh,SDG 13,57.84,2018,57.84
Himāchal Pradesh,SDG 13,83.26,2019,83.26
Himāchal Pradesh,SDG 13,80.42,2020,80.42
Himāchal Pradesh,SDG 13,86.64,2021,86.64
Himāchal Pradesh,SDG 13,5.96,2022,5.96
Himāchal Pradesh,SDG 14,69.21,2015,69.21
Himāchal Pradesh,SDG 14,14,2016,14
Himāchal Pradesh,SDG 14,41.58,2017,41.58
Himāchal Pradesh,SDG 14,54.86,2018,54.86
Himāchal Pradesh,SDG 14,40.27,2019,40.27
Himāchal Pradesh,SDG 14,51.96,2020,51.96
Himāchal Pradesh,SDG 14,99.65,2021,99.65
Himāchal Pradesh,SDG 14,13.52,2022,13.52
Himāchal Pradesh,SDG 15,67.55,2015,67.55
Himāchal Pradesh,SDG 15,39.6,2016,39.6
Himāchal Pradesh,SDG 15,13.3,2017,13.3
Himāchal Pradesh,SDG 15,15.87,2018,15.87
Himāchal Pradesh,SDG 15,94.93,2019,94.93
Himāchal Pradesh,SDG 15,87.96,2020,87.96
Himāchal Pradesh,SDG 15,90.7,2021,90.7
Himāchal Pradesh,SDG 15,99.15,2022,99.15
Himāchal Pradesh,SDG 16,20.83,2015,20.83
Himāchal Pradesh,SDG 16,35.54,2016,35.54
Himāchal Pradesh,SDG 16,66.92,2017,66.92
Himāchal Pradesh,SDG 16,48.38,2018,48.38
Himāchal Pradesh,SDG 16,41.84,2019,41.84
Himāchal Pradesh,SDG 16,35.78,2020,35.78
Himāchal Pradesh,SDG 16,59.38,2021,59.38
Himāchal Pradesh,SDG 16,57.56,2022,57.56
Himāchal Pradesh,SDG 17,16.15,2015,16.15
Himāchal Pradesh,SDG 17,47.17,2016,47.17
Himāchal Pradesh,SDG 17,55.35,2017,55.35
Himāchal Pradesh,SDG 17,57.03,2018,57.03
Himāchal Pradesh,SDG 17,21.01,2019,21.01
Himāchal Pradesh,SDG 17,74.23,2020,74.23
Himāchal Pradesh,SDG 17,2.52,2021,2.52
Himāchal Pradesh,SDG 17,35.48,2022,35.48
Jammu and Kashmīr,SDG 1,78.02,2015,78.02
Jammu and Kashmīr,SDG 1,56.39,2016,56.39
Jammu and Kashmīr,SDG 1,26.12,2017,26.12
Jammu and Kashmīr,SDG 1,69.5,2018,69.5
Jammu and Kashmīr,SDG 1,56.74,2019,56.74
Jammu and Kashmīr,SDG 1,79.62,2020,79.62
Jammu and Kashmīr,SDG 1,73.5,2021,73.5
Jammu and Kashmīr,SDG 1,61.01,2022,61.01
Jammu and Kashmīr,SDG 2,48.82,2015,48.82
Jammu and Kashmīr,SDG 2,13.32,2016,13.32
Jammu and Kashmīr,SDG 2,26.13,2017,26.13
Jammu and Kashmīr,SDG 2,41.91,2018,41.91
Jammu and Kashmīr,SDG 2,59.93,2019,59.93
Jammu and Kashmīr,SDG 2,51.37,2020,51.37
Jammu and Kashmīr,SDG 2,28.82,2021,28.82
Jammu and Kashmīr,SDG 2,0.65,2022,0.65
Jammu and Kashmīr,SDG 3,49.62,2015,49.62
Jammu and Kashmīr,SDG 3,28.56,2016,28.56
